date,site,capacity_kw,irradiance,cloud_cover,temperature,generation_kwh
2025-01-01,Site_A,50,1.7566287638303126,0.4125673885483874,12.319345628224461,74.70854629964278
2025-01-02,Site_A,50,2.3776453148342473,0.2992838619043997,12.470394944858718,96.03779091916542
2025-01-03,Site_A,50,1.2682861906690697,0.4653917981694444,14.189780416410121,55.84614425315782
2025-01-04,Site_A,50,2.2626038371639408,0.19048512323224914,15.210103222655738,93.69123508336303
2025-01-05,Site_A,50,1.247090364039988,0.6476001081644059,13.38617712031704,53.531129600786706
2025-01-06,Site_A,50,2.241791464950151,0.13497287935067193,11.558230487819111,95.29237412096538
2025-01-07,Site_A,50,1.3907986797833654,0.5731373645849486,12.514781288167574,60.883785630462725
2025-01-08,Site_A,50,1.9658953959944407,0.21412261194749418,14.497887602218423,89.0249939963745
2025-01-09,Site_A,50,2.1396505727806048,0.24274717795324555,14.580083417024175,87.40538500774252
2025-01-10,Site_A,50,1.5359520300890284,0.45302583210434877,14.788328006471318,63.99927672764687
2025-01-11,Site_A,50,1.6280339649760676,0.6238817403011739,15.45953249640589,69.57441894157941
2025-01-12,Site_A,50,2.4757673144081824,0.10438124911225927,14.541900240119347,101.71561958283098
2025-01-13,Site_A,50,1.9127346889318022,0.4126330744618807,15.17594186004077,83.18508522515147
2025-01-14,Site_A,50,1.814883962161298,0.3278587654280449,14.673505971383143,79.07002981337664
2025-01-15,Site_A,50,2.231148497012376,0.15774758607637537,17.180900743041132,96.39679332608186
2025-01-16,Site_A,50,1.5063938060627613,0.4160003403810664,17.87010079191853,64.46287947550425
2025-01-17,Site_A,50,2.242609733005657,0.15864773799092935,12.751449763003261,99.20561104237758
2025-01-18,Site_A,50,1.670127163411617,0.370256971221784,14.745059927466038,68.50364490318714
2025-01-19,Site_A,50,2.6106604633403676,0.20503308584343774,15.449102800658633,111.14290903081528
2025-01-20,Site_A,50,2.2211951084953827,0.2523505026403283,14.979874965621544,92.28445933434047
2025-01-21,Site_A,50,2.1778458419329585,0.2988099856772492,19.23152217375997,95.00349104072612
2025-01-22,Site_A,50,1.7665207010883843,0.4592692393390749,16.227443071770793,70.92746035796385
2025-01-23,Site_A,50,2.4870523361371117,0.17668360619992182,14.30448764474805,105.57884270699994
2025-01-24,Site_A,50,2.6827455576623738,0.363220025684123,17.245617809513707,115.12708597667522
2025-01-25,Site_A,50,2.276214214290985,0.24148423666029623,16.73394634315438,93.95841730111732
2025-01-26,Site_A,50,2.242918102701052,0.2285179900082405,16.941368276195668,93.5012588931503
2025-01-27,Site_A,50,2.1412641342823915,0.42094273161138956,20.091399185922185,91.01328480516838
2025-01-28,Site_A,50,1.814809746473429,0.23475427825520703,17.321518636126623,79.31005024564388
2025-01-29,Site_A,50,2.502592259722187,0.22930005609416912,16.158520878596505,103.02495501991194
2025-01-30,Site_A,50,2.1893228251216494,0.33164503101079856,13.002737708858753,90.61394277987188
2025-01-31,Site_A,50,2.531852589340621,0.12732411975357197,16.731446462113205,111.19154455374314
2025-02-01,Site_A,50,2.6628574227547435,0.24601442149220148,19.824601433496493,112.19698435419161
2025-02-02,Site_A,50,2.3001042024247926,0.3644316696323585,17.182159051859117,95.43234036572346
2025-02-03,Site_A,50,2.6002366042225535,0.05589867289457542,13.037606785556886,112.87481692588295
